title,score,members,favorites,episodes,status,genres,season,year,members_norm,favorites_norm,final_score
Jujutsu Kaisen,8.51,2983273,95527,24,Finished Airing,"['Action', 'Award Winning', 'Supernatural']",fall,2020,1.0,1.0,5.506
Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.54,1756871,13487,1,Finished Airing,"['Action', 'Supernatural']",fall,2020,0.5802925353520143,0.1406634614377442,5.2901726530536655
Haikyuu!! To the Top Part 2,8.56,918587,6479,12,Finished Airing,['Sports'],fall,2020,0.2934093989130881,0.06725743435041741,5.219440964880834
Tonikaku Kawaii,7.84,829699,10466,12,Finished Airing,"['Comedy', 'Romance']",fall,2020,0.26298955524222806,0.1090196817815207,4.786100341077785
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.46,674005,1966,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",fall,2020,0.20970691708532396,0.019985545046035887,4.531424561028237
Josee to Tora to Sakana-tachi,8.38,521054,7120,1,Finished Airing,"['Drama', 'Romance']",fall,2020,0.1573630066665754,0.07397165572070515,5.0784365000247496
Yuukoku no Moriarty,8.17,502486,8300,11,Finished Airing,"['Mystery', 'Suspense']",fall,2020,0.15100854197752256,0.0863316888204548,4.952701888817448
Akudama Drive,7.56,486641,4036,12,Finished Airing,"['Action', 'Sci-Fi', 'Suspense']",fall,2020,0.14558596049335396,0.041667975992206896,4.578646686522169
Majo no Tabitabi,7.56,453534,4385,12,Finished Airing,"['Adventure', 'Fantasy']",fall,2020,0.13425586234274683,0.04532361290052268,4.576362507520765
Mahouka Koukou no Rettousei: Raihousha-hen,7.26,393129,1251,13,Finished Airing,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",fall,2020,0.11358366073017481,0.012496202955933339,4.386270345625934
Munou na Nana,7.16,374896,1737,13,Finished Airing,['Suspense'],fall,2020,0.10734384197341583,0.01758686065633871,4.3254739895918055
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",6.71,347890,1476,12,Finished Airing,"['Action', 'Fantasy', 'Romance']",fall,2020,0.09810166869721154,0.014852988928343231,4.052753365513554
100-man no Inochi no Ue ni Ore wa Tatteiru,6.52,330870,712,12,Finished Airing,"['Action', 'Adventure', 'Drama', 'Fantasy']",fall,2020,0.09227697088335546,0.00685039122647142,3.936096801404809
Noblesse,6.9,325530,1291,13,Finished Airing,"['Action', 'Supernatural']",fall,2020,0.09044948049992471,0.012915187128806209,4.164549648194302
Higurashi no Naku Koro ni Gou,7.21,301406,1646,24,Finished Airing,"['Horror', 'Mystery', 'Suspense']",fall,2020,0.08219360446811132,0.016633671663052928,4.3490434518664856
Kamisama ni Natta Hi,6.8,283092,1632,12,Finished Airing,['Drama'],fall,2020,0.07592606535160368,0.016487027202547425,4.101454570418283
Burn the Witch,7.14,281261,746,3,Finished Airing,"['Action', 'Fantasy']",fall,2020,0.07529944833061833,0.007206527773413359,4.303905841248667
Kami-tachi ni Hirowareta Otoko,6.96,251066,1175,12,Finished Airing,"['Fantasy', 'Slice of Life']",fall,2020,0.06496591422430904,0.011700133027474887,4.193996498510199
Maoujou de Oyasumi,7.95,246186,2548,12,Finished Airing,"['Comedy', 'Fantasy']",fall,2020,0.06329584810611764,0.02608176476133614,4.78973622674073
Adachi to Shimamura,7.08,210088,1648,12,Finished Airing,['Girls Love'],fall,2020,0.05094215000479117,0.01665462087169657,4.263233730631952
Golden Kamuy 3rd Season,8.43,197662,1621,12,Finished Airing,"['Action', 'Adventure']",fall,2020,0.04668964148334725,0.016371806555007383,5.0721281813540875
Kuma Kuma Kuma Bear,7.23,186305,1052,12,Finished Airing,"['Adventure', 'Comedy', 'Fantasy']",fall,2020,0.04280297326525304,0.010411756695890813,4.350262506820697
Tian Guan Cifu,8.42,174991,6150,11,Finished Airing,"['Action', 'Adventure', 'Drama', 'Fantasy']",fall,2020,0.03893102079369208,0.06381128952853805,5.0713044486277035
Hanyou no Yashahime: Sengoku Otogizoushi,6.69,132030,656,24,Finished Airing,"['Action', 'Adventure', 'Fantasy']",fall,2020,0.02422862110032717,0.006263813384449402,4.02099672728275
Ikebukuro West Gate Park,6.87,127991,372,12,Finished Airing,"['Drama', 'Mystery']",fall,2020,0.022846367606192932,0.0032890257570520275,4.1282049457651055
Jujutsu Kaisen 0 Movie,8.37,1228946,11100,1,Finished Airing,"['Action', 'Supernatural']",fall,2021,0.39962252399008913,0.11566058092155569,5.139254718135755
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.61,1103606,19195,12,Finished Airing,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']",fall,2021,0.356727833979001,0.2004525029067027,5.285249833930755
"Komi-san wa, Comyushou desu.",7.79,1001249,12286,12,Finished Airing,['Comedy'],fall,2021,0.3216985393765999,0.12808346164723627,4.773637154091236
Kimetsu no Yaiba: Mugen Ressha-hen,8.34,960207,4652,7,Finished Airing,"['Action', 'Supernatural']",fall,2021,0.307652872650614,0.04812033225444909,5.08813126800082
Ousama Ranking,8.48,747821,13752,23,Finished Airing,"['Adventure', 'Fantasy']",fall,2021,0.23496872048295026,0.14343923158302696,5.1682580648581915
86 Part 2,8.72,629902,18302,12,Finished Airing,"['Drama', 'Sci-Fi']",fall,2021,0.19461369454216917,0.19109868124731588,5.30931822582264
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",7.31,627677,4436,12,Finished Airing,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Romance']",fall,2021,0.19385224021573969,0.04585781772093559,4.4413417327120746
JoJo no Kimyou na Bouken Part 6: Stone Ocean,8.06,598966,7393,12,Finished Airing,"['Action', 'Adventure']",fall,2021,0.1840265704781591,0.07683122270056249,4.8935313260246245
Takt Op. Destiny,7.16,566993,4839,12,Finished Airing,"['Action', 'Fantasy', 'Sci-Fi']",fall,2021,0.17308455736403336,0.050079083262629755,4.346783001830403
Mieruko-chan,7.38,552129,3417,12,Finished Airing,"['Comedy', 'Horror']",fall,2021,0.16799770023682084,0.035184195916999235,4.475277054446755
Blue Period,7.79,524590,6796,12,Finished Airing,['Drama'],fall,2021,0.15857312014893704,0.0705778839204349,4.724229962625299
Platinum End,6.02,416855,2561,24,Finished Airing,"['Drama', 'Supernatural', 'Suspense']",fall,2021,0.1217033305498898,0.026217934617519822,3.6463585228301
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",6.91,385109,2110,13,Finished Airing,"['Fantasy', 'Romance']",fall,2021,0.11083900288839305,0.021493888068378215,4.176933833932355
Senpai ga Uzai Kouhai no Hanashi,7.53,375107,1748,12,Finished Airing,"['Comedy', 'Romance']",fall,2021,0.1074160517994278,0.017702081303878747,4.547509325145439
Saihate no Paladin,6.88,351206,1500,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",fall,2021,0.09923649231358914,0.015104379432066955,4.155074779993208
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,7.94,284320,2159,1,Finished Airing,"['Action', 'Adventure', 'Fantasy']",fall,2021,0.07634631969446004,0.022007143680147483,4.786387651475637
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,6.16,238725,1005,12,Finished Airing,"['Adventure', 'Fantasy', 'Romance']",fall,2021,0.06074249496926805,0.00991945029276519,3.7126735412862315
Kaizoku Oujo,7.08,225928,1290,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",fall,2021,0.056363020355641946,0.012904712524484387,4.264026461967584
Xian Wang de Richang Shenghuo 2,7.37,185463,674,12,Finished Airing,"['Adventure', 'Comedy', 'Fantasy']",fall,2021,0.042514818414532314,0.0064523562622421935,4.433596558042969
Gokushufudou Part 2,7.54,181770,373,5,Finished Airing,['Comedy'],fall,2021,0.041250975345991155,0.003299500361373849,4.534807668890704
Tsuki to Laika to Nosferatu,7.33,174771,810,12,Finished Airing,['Fantasy'],fall,2021,0.03885573092770804,0.007876902450009951,4.408895468099428
Taishou Otome Otogibanashi,7.78,170453,1242,12,Finished Airing,"['Comedy', 'Drama', 'Romance']",fall,2021,0.0373779961944395,0.012401931517036944,4.679204788776166
Summer Ghost,7.91,148202,1248,1,Finished Airing,"['Drama', 'Supernatural']",fall,2021,0.02976311070348113,0.012464779142967874,4.755310494547315
World Trigger 3rd Season,8.24,139340,1290,14,Finished Airing,"['Action', 'Sci-Fi']",fall,2021,0.02673029801097863,0.012904712524484387,4.952618281381417
Ai no Utagoe wo Kikasete,7.66,122616,757,1,Finished Airing,"['Drama', 'Sci-Fi']",fall,2021,0.021006899289537445,0.007321748420953398,4.602349987085527
Chainsaw Man,8.43,1922428,55090,12,Finished Airing,"['Action', 'Fantasy']",fall,2022,0.6369505550916483,0.5764384250384942,5.3037034025286856
Spy x Family Part 2,8.2,1116693,7661,13,Finished Airing,"['Action', 'Comedy']",fall,2022,0.36120655432506055,0.07963841665881072,5.022247401080086
Blue Lock,8.12,878886,14429,24,Finished Airing,['Sports'],fall,2022,0.2798226581429412,0.15053053870890026,4.964535245342069
Kage no Jitsuryokusha ni Naritakute!,8.22,846635,18025,20,Finished Airing,"['Action', 'Comedy', 'Fantasy']",fall,2022,0.26878550601634477,0.18819721585017127,5.027425958881612
Mob Psycho 100 III,8.71,845153,12477,12,Finished Airing,"['Action', 'Comedy', 'Supernatural']",fall,2022,0.26827832610094315,0.13008411107270423,5.312582198186141
Boku no Hero Academia 6th Season,8.22,806112,7354,25,Finished Airing,['Action'],fall,2022,0.2549174549287484,0.07642271313201143,5.007192770701989
Bocchi the Rock!,8.73,773247,36129,12,Finished Airing,['Comedy'],fall,2022,0.24367017563072374,0.3778294524924321,5.3555919617815455
Bleach: Sennen Kessen-hen,8.98,690298,23064,13,Finished Airing,"['Action', 'Adventure', 'Supernatural']",fall,2022,0.21528281611476913,0.24097874702783104,5.477967516082867
Suzume no Tojimari,8.24,492649,5425,1,Finished Airing,"['Adventure', 'Supernatural']",fall,2022,0.14764205828804533,0.0562172013952173,4.989343094781294
"Fuufu Ijou, Koibito Miman.",7.59,419289,4862,12,Finished Airing,['Romance'],fall,2022,0.12253631024900412,0.050319999162031656,4.592182077436555
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,8.72,371526,2320,1,Finished Airing,"['Comedy', 'Drama', 'Romance']",fall,2022,0.10619053811720579,0.023693554975960783,5.262101667775696
Fumetsu no Anata e Season 2,8.11,334758,1756,20,Finished Airing,"['Adventure', 'Drama', 'Supernatural']",fall,2022,0.09360754815129156,0.01778587813845332,4.89206976875859
Tensei shitara Ken deshita,7.49,332801,1892,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",fall,2022,0.09293781057069718,0.019210424326221078,4.520116016291607
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,8.51,290313,3499,14,Finished Airing,"['Action', 'Adventure']",fall,2022,0.07839728408919795,0.03604311347138862,5.131005788043008
